SIGN, B365A, BWA, IWA, LBA, PSA, WHA, SJA, VCA
1, 2.62, 2.75, 2.75, 1.5, 2.7, 2.7, 2.9, 2.8
1, 11, 13, 13, 11, 11, 15, 12, 14
1, 4, 4.2, 4, 4, 4, 4.2, 4.3, 4.33
1, 5, 4.5, 5, 4.6, 5.5, 5.5, 4.75, 5
0, 5, 4.15, 5.25, 4.6, 5, 5.5, 5.25, 6
1, 7, 7.5, 8, 6.5, 8, 8.5, 8, 9
-1, 3.75, 3.3, 3.3, 3.2, 3.3, 3.5, 3.3, 3.2
1, 2.4, 2.25, 2.3, 2.3, 2.25, 2.38, 2.25, 2.25
1, 4.5, 4.5, 4.5, 4.2, 5, 4.75, 4.6, 5
-1, 3.4, 3.45, 3.25, 3.2, 3.2, 3.4, 3.1, 3.2
-1, 1.8, 1.8, 1.8, 1.5, 1.85, 1.8, 1.95, 1.73
-1, 3.2, 3, 3.25, 3.2, 3.3, 3.4, 3.1, 3.3
-1, 1.61, 1.55, 1.63, 1.65, 1.65, 1.67, 1.66, 1.62
-1, 2.5, 2.85, 2.6, 2.7, 2.5, 2.75, 2.55, 2.75
-1, 4, 4.5, 4, 3.5, 3.75, 4, 3.75, 4.5
0, 4.33, 5, 4.75, 4.2, 4.5, 5.5, 5, 5
0, 4.33, 4.4, 4.25, 4, 3.75, 4.2, 4.2, 4.5
1, 3.25, 3.25, 3.35, 3.2, 3.2, 3.25, 3.3, 3.2
1, 2.5, 2.5, 2.5, 2.3, 2.5, 2.6, 2.5, 2.75
1, 8, 8.25, 8, 7.5, 7, 8, 8, 10
1, 3, 2.9, 2.95, 2.9, 2.8, 3, 3, 2.88
1, 6.5, 6.5, 6.75, 5, 6.5, 6.5, 6.5, 7
-1, 3, 2.9, 3.05, 3.1, 3, 3.2, 3, 3
-1, 2.1, 1.95, 2, 2, 2, 2.05, 1.95, 1.91
1, 4.33, 5.25, 4.75, 4.4, 4.5, 5.5, 4.5, 5.5
1, 10, 9, 9, 9, 10, 10, 9.5, 11
1, 1.61, 1.55, 1.6, 1.6, 1.57, 1.62, 1.6, 1.62
0, 4, 4.15, 4, 3.8, 4.2, 4, 3.75, 4.5
0, 4.33, 4.4, 5, 4.4, 5.5, 5, 5.5, 5.5
0, 2.75, 2.7, 2.75, 2.6, 2.75, 2.7, 2.75, 2.8
1, 4.5, 4.5, 5, 4.4, 5, 5, 5.5, 5
-1, 2.75, 2.8, 2.9, 2.8, 2.9, 3, 3, 3
0, 1.66, 1.65, 1.6, 1.65, 1.62, 1.67, 1.55, 1.73
-1, 1.72, 1.75, 1.75, 1.75, 1.72, 1.8, 1.66, 1.8
0, 2.37, 2.3, 2.3, 2.3, 2.3, 2.3, 2.3, 2.3
1, 4.33, 4, 4.1, 4, 4.2, 4.2, 4.3, 4.5
0, 3.1, 3.55, 3.3, 3.2, 3.2, 3.75, 3.1, 3.4
-1, 2.8, 3.1, 2.9, 3.1, 3, 3, 2.8, 3.2
1, 13, 13, 12, 12, 11, 15, 12, 16
0, 7.5, 6.5, 6.6, 5.4, 6, 7.5, 7, 7.5
0, 3.75, 3.95, 3.85, 3.5, 3.75, 4, 3.8, 3.6
-1, 2.5, 2.6, 2.5, 2.7, 2.5, 2.6, 2.55, 2.4
-1, 3.6, 4.15, 3.75, 3.4, 3.6, 4, 3.75, 3.6
1, 2.6, 2.95, 2.7, 2.7, 2.62, 2.7, 2.6, 2.88
1, 5, 5.65, 5.5, 4.6, 5.5, 5.5, 5, 5.5
1, 3.3, 3.75, 3.5, 3.5, 3.2, 3.5, 3.1, 3.4
1, 5, 4.45, 4.85, 4.4, 4.5, 5, 5, 5.5
0, 1.66, 1.6, 1.67, 1.75, 1.67, 1.73, 1.72, 1.62
1, 4.33, 5.25, 5.25, 4.6, 5, 6, 5.75, 6
-1, 4.5, 4.6, 4.5, 4.2, 4.33, 4.75, 4.6, 4.5
1, 6, 6.5, 6, 5.4, 6, 7, 7.5, 7.5
1, 3.25, 3.5, 3.55, 3.2, 3.5, 3.5, 3.4, 3.6
1, 1.83, 1.8, 1.83, 1.8, 1.8, 1.91, 1.83, 1.83
1, 4.33, 4.7, 4.6, 4.6, 4.5, 4.75, 4.5, 5
0, 3.25, 3.6, 3.4, 3.2, 3.1, 3.3, 3.3, 3.2
1, 2.75, 3, 2.9, 2.9, 2.8, 2.88, 2.8, 2.8
0, 2.8, 3.5, 3, 3.1, 3, 3.2, 2.8, 3.5
1, 2, 1.95, 1.95, 1.9, 1.95, 2, 1.75, 2
0, 5, 4.7, 5, 4.8, 5, 5.5, 5, 6.5
-1, 2.6, 2.45, 2.65, 2.5, 2.6, 2.7, 2.5, 2.38
-1, 1.72, 1.8, 1.77, 1.8, 1.75, 1.8, 1.8, 1.91
1, 11, 11, 12, 9.5, 12, 15, 12, 15
-1, 4.75, 4.3, 4.5, 4, 4.5, 4.75, 4.3, 5
1, 2.9, 2.9, 2.9, 2.9, 3, 3, 2.8, 2.88
-1, 5, 4.5, 5, 4.4, 4.5, 4.75, 4.6, 5
-1, 2, 1.9, 1.9, 1.8, 1.91, 2, 1.95, 1.73
0, 5.5, 5, 5.5, 5, 5.5, 5.5, 5.75, 6
-1, 4, 3.6, 3.9, 3.8, 4, 4.33, 4.3, 4.33
1, 5, 5.65, 5.5, 4.8, 5.5, 5.5, 6, 5.5
1, 1.83, 1.7, 1.85, 1.9, 1.83, 1.85, 1.72, 1.8
1, 9.5, 9.5, 8, 8.5, 8, 9.5, 10, 9
-1, 3, 2.9, 3.2, 3.1, 3.4, 3.2, 3.3, 3.6
1, 3.25, 3.65, 3.3, 3.2, 3.2, 3.4, 3.3, 3.4
-1, 2.2, 2, 2.2, 2.2, 2.2, 2.2, 2.1, 2.2
-1, 2, 1.9, 2, 1.9, 1.9, 1.95, 1.8, 1.91
1, 11, 9.5, 8, 8, 8, 9.5, 8, 9
-1, 3.75, 3.9, 4.2, 3.8, 3.75, 4.33, 4, 4.5
-1, 2.4, 2.3, 2.4, 2.4, 2.4, 2.4, 2.4, 2.38
-1, 1.72, 1.7, 1.75, 1.75, 1.7, 1.8, 1.66, 1.73
0, 4.33, 3.7, 4.4, 3.6, 4, 4.6, 3.6, 4.33
-1, 4.33, 4.05, 4.25, 4, 4.33, 4.33, 4.25, 4.5
1, 2.6, 2.75, 2.6, 2.8, 2.5, 2.7, 2.62, 2.62
1, 3.8, 3.65, 3.75, 3.6, 3.75, 4, 3.3, 4
0, 2.6, 2.8, 2.6, 2.7, 2.6, 2.7, 2.55, 2.62
1, 5, 4.85, 5.5, 4.6, 5, 5.25, 6.5, 6
1, 5.5, 5.25, 5.5, 5.5, 6, 6, 5.5, 6
1, 3.6, 4.15, 3.6, 3.5, 3.5, 4, 3.5, 3.6
0, 3.5, 3.8, 3.6, 3.3, 3.4, 3.6, 3.5, 3.4
-1, 1.9, 1.8, 1.85, 1.9, 1.83, 1.85, 1.72, 1.8
1, 2.7, 2.75, 2.75, 2.7, 2.62, 2.8, 2.65, 2.62
-1, 4, 3.75, 4.15, 3.8, 4.2, 4, 4, 4
0, 2.5, 2.5, 2.5, 2.4, 2.5, 2.5, 2.35, 2.62
1, 6, 6.5, 6.7, 5.4, 6.5, 6.5, 7, 7.5
1, 9, 10.5, 9, 8.5, 8, 10, 8, 10
1, 3, 3, 3, 3.1, 3, 3.2, 3, 3.1
-1, 1.61, 1.55, 1.65, 1.7, 1.62, 1.7, 1.61, 1.62
1, 6.5, 6, 5.75, 5, 5.5, 5.75, 6, 7.5
-1, 2.87, 3.3, 2.95, 2.9, 2.8, 2.88, 2.75, 2.88
0, 3.8, 4, 4.1, 3.6, 4, 4.2, 3.6, 3.6
1, 5, 4.95, 5, 4.6, 5, 5.5, 5.5, 5.5
0, 9, 9.5, 9, 9, 8, 10, 9.5, 11
-1, 5, 4.6, 5.2, 4.6, 4.5, 5.25, 5, 5.5
0, 2.6, 2.35, 2.6, 2.6, 2.5, 2.7, 2.65, 2.62
1, 2.5, 2.3, 2.45, 2.5, 2.38, 2.4, 2.4, 2.5
1, 2.5, 2.6, 2.6, 2.6, 2.6, 2.7, 2.75, 2.5
-1, 5, 5.65, 5, 4.8, 5, 5.5, 5.5, 5
1, 9.5, 9, 10.5, 9.5, 9, 12, 11, 11
1, 3.25, 3.35, 3.1, 3.1, 3.3, 3.5, 3, 3.1
0, 4.33, 4.85, 4.3, 3.8, 4.33, 4, 3.6, 
-1, 1.83, 1.85, 1.8, 1.85, 1.8, 1.8, 1.5, 1.73
0, 2.3, 2.2, 2.25, 1.5, 2.25, 2.3, 2.4, 2.38
-1, 1.72, 1.75, 1.8, 1.9, 1.67, 1.8, 1.8, 1.73
1, 5, 4.75, 5, 4.8, 5, 5.5, 6, 5.5
0, 4, 4.25, 4, 4.2, 4.2, 4.33, 4, 4.5
1, 5.5, 5.1, 5.25, 4.4, 5, 5.5, 4.5, 5
1, 3, 3.6, 3.2, 3.1, 3, 3.4, 3, 3.25
-1, 1.57, 1.55, 1.62, 1.7, 1.61, 1.67, 1.57, 1.7
0, 2.7, 2.5, 2.6, 2.5, 2.62, 2.7, 2.6, 2.62
1, 2.8, 3.4, 2.9, 2.9, 2.8, 3, 2.9, 3.25
1, 3.75, 3.6, 3.3, 3.1, 3.5, 3.4, 3.3, 3.6
1, 13, 13, 15, 15, 12, 17, 17, 17
0, 2.5, 2.5, 2.5, 2.7, 2.5, 2.6, 2.62, 2.62
1, 4.5, 5.25, 4.5, 4.4, 4.5, 4.75, 4.8, 5.25
-1, 1.83, 1.7, 1.85, 1.9, 1.83, 1.91, 1.8, 1.91
-1, 1.9, 1.7, 1.85, 1.9, 1.9, 1.85, 1.8, 1.91
1, 3.5, 3.9, 3.65, 3.5, 3.6, 3.75, 3.65, 3.9
0, 5, 4.85, 4.9, 4.6, 5, 5, 4.8, 5
1, 3.25, 3.4, 3.4, 3.5, 3.3, 3.5, 3.35, 3.4
0, 2, 1.85, 1.91, 2, 1.9, 1.91, 1.8, 2
1, 11, 14, 12, 10, 12, 15, 13, 12
1, 3, 3.55, 3.1, 3.2, 3.25, 3.3, 2.9, 3.4
1, 3.5, 3.3, 3.45, 3.5, 3.5, 3.8, 3.3, 3.6
1, 2.5, 2.25, 2.7, 2.6, 2.5, 2.6, 2.6, 2.8
-1, 3, 2.8, 2.9, 3.1, 2.8, 3, 3.1, 2.8
0, 3.25, 3.85, 3.6, 3.6, 3.5, 3.6, 3.5, 4
0, 9, 9, 7.5, 7.5, 8, 10, 8, 9
0, 3, 3.55, 3.1, 3.2, 3.2, 3.2, 2.8, 3.6
1, 3, 3.8, 3.2, 3.1, 3.1, 3.3, 3.2, 3.4
1, 2.5, 2.2, 2.5, 2.4, 2.37, 2.4, 1.5, 2.5
0, 1.66, 1.6, 1.6, 1.65, 1.66, 1.7, 1.72, 1.67
1, 3.6, 4, 3.3, 3.2, 3.5, 3.75, 3.1, 4
1, 8, 9.5, 9.5, 10, 10, 11, 9.5, 11
-1, 2.37, 2.25, 2.25, 2.4, 2.25, 2.4, 2.3, 2.38
0, 1.8, 1.7, 1.75, 1.85, 1.75, 1.8, 1.72, 1.75
1, 7.5, 10, 9, 8, 9, 10, 10, 11
-1, 3.75, 3.85, 4, 3.8, 3.75, 3.75, 3.7, 4
-1, 3.75, 3.8, 3.6, 3.7, 3.75, 4, 3.3, 4
1, 2.75, 2.7, 2.8, 3.1, 2.75, 2.7, 2.8, 2.75
-1, 5.5, 6, 5.75, 5.5, 6, 6, 5.5, 6.5
0, 3.1, 3.55, 3.25, 3.1, 3.2, 3.8, 2.8, 3.4
-1, 1.28, 1.2, 1.25, 1.27, 1.25, 1.3, 1.16, 1.25
1, 3.5, 4.35, 3.55, 3.6, 3.5, 3.6, 3.5, 3.6
0, 3.3, 3.35, 3.5, 3.3, 3.5, 3.75, 3.1, 3.4
0, 1.9, 1.75, 1.87, 1.8, 1.9, 1.9, 2, 1.91
0, 3, 3.05, 3.3, 3.6, 3.2, 3.3, 3.1, 3.1
-1, 3.25, 3.6, 3.25, 3.1, 3.2, 3.6, 3.2, 2.88
0, 8.5, 10.5, 9, 8.5, 9, 12, 8, 10
-1, 3.2, 3.25, 3.35, 3.8, 3, 3.4, 3.2, 3.5
1, 3, 3.1, 3, 3, 2.9, 3.2, 2.9, 2.88
0, 3.5, 4, 3.5, 3.6, 3.2, 3.75, 3.4, 3.75
1, 9, 10.5, 8.5, 9.5, 8.5, 9, 7.5, 11
1, 8.5, 10, 8, 9, 10, 10, 8, 11
0, 2.87, 2.75, 2.7, 2.5, 2.8, 2.75, 2.7, 3
-1, 3.75, 4.4, 3.75, 4.6, 3.75, 4, 3.75, 3.75
1, 3.5, 3.25, 3, 3, 3.4, 3.4, 3.4, 3.75
-1, 1.9, 1.8, 1.85, 2.1, 1.8, 1.91, 1.9, 1.91
0, 3.2, 3.15, 3.3, 2.5, 3.4, 3.25, 3.7, 3.25
0, 2.5, 2.15, 2.4, 2.3, 2.4, 2.5, 2.4, 2.75
0, 2.37, 2.65, 2.33, 2.7, 2.4, 2.6, 2.25, 2.5
0, 5, 4.15, 4.5, 3.8, 4, 5.25, 4.5, 5
1, 4.5, 4.1, 4.4, 4.8, 4, 4.33, 3.9, 5.5
-1, 5, 5.6, 5.8, 5, 5.5, 5.5, 5, 5.5
1, 3.25, 3.45, 3.25, 5, 3.3, 3.1, 3.3, 5.5
1, 1.72, 1.65, 1.75, 1.9, 1.72, 1.73, 1.8, 1.73
-1, 1.57, 1.5, 1.5, 1.7, 1.57, 1.44, 1.6, 1.5
1, 6.5, 6.5, 8, 5.7, 6, 8, 7, 9
