SIGN, B365H, B365D, B365A, BWH, BWD, BWA, IWH, IWD, IWA, LBH, LBD, LBA, PSH, PSD, PSA, WHH, WHD, WHA, SJH, SJD, SJA, VCH, VCD, VCA
0.00, 3.80, 3.30, 2.00, 4.00, 3.25, 1.85, 3.60, 3.10, 2.00, 3.10, 3.00, 2.20, 3.20, 3.20, 2.00, 4.00, 3.20, 1.85, 3.50, 3.00, 2.00, 3.75, 3.20, 2.00
1.00, 1.85, 3.30, 4.50, 1.88, 3.25, 3.90, 1.85, 3.25, 4.00, 1.90, 3.10, 3.70, 1.91, 3.20, 3.50, 1.88, 3.15, 4.00, 1.83, 3.10, 4.00, 1.87, 3.25, 4.20
1.00, 2.70, 3.25, 2.60, 2.60, 3.10, 2.55, 2.65, 3.20, 2.45, 1.50, , 1.50, 2.38, 3.20, 2.60, 2.55, 3.30, 2.45, 2.70, 2.88, 2.50, 2.88, 3.00, 2.50
-1.00, 1.57, 3.75, 6.00, 1.57, 3.70, 5.25, 1.57, 3.50, 5.50, 1.45, 3.60, 7.00, 1.53, 3.60, 5.00, 1.53, 3.50, 6.00, 1.55, 3.40, 5.50, 1.53, 3.75, 6.00
1.00, 2.70, 3.25, 2.60, 2.55, 3.10, 2.60, 2.50, 3.20, 2.60, 2.30, 3.20, 2.70, 2.50, 3.20, 2.50, 2.50, 3.30, 2.50, 2.50, 3.00, 2.60, 2.50, 3.20, 2.70
0.00, 1.22, 6.00, 12.00, 1.22, 5.75, 9.25, 1.25, 5.00, 10.00, 1.15, 5.70, 14.00, 1.17, 6.00, 10.00, 1.18, 5.75, 12.00, 1.29, 4.60, 8.00, 1.20, 6.00, 13.00
-1.00, 3.80, 3.30, 2.00, 3.40, 3.25, 2.00, 3.60, 3.20, 1.95, 3.30, 3.20, 2.00, 3.00, 3.40, 2.00, 3.75, 3.25, 1.90, 3.40, 3.10, 2.00, 3.75, 3.20, 2.00
-1.00, 1.40, 4.33, 8.00, 1.38, 4.20, 7.25, 1.40, 4.00, 7.25, 1.45, 3.60, 7.00, 1.36, 4.00, 7.00, 1.33, 4.50, 8.00, 1.40, 4.00, 6.50, 1.40, 4.20, 7.50
-1.00, 3.25, 3.10, 2.30, 2.90, 3.00, 2.35, 2.90, 3.10, 2.30, 1.50, , 1.50, 2.60, 3.20, 2.38, 2.90, 3.10, 2.30, 3.00, 3.10, 2.30, 3.00, 3.30, 2.30
0.00, 1.29, 5.00, 12.00, 1.25, 5.25, 9.25, 1.25, 5.00, 10.00, 1.25, 4.80, 9.50, 1.25, 5.00, 8.00, 1.22, 5.50, 10.00, 1.29, 5.00, 9.00, 1.25, 5.50, 11.00
-1.00, 5.25, 3.60, 1.67, 4.50, 3.60, 1.67, 4.50, 3.50, 1.70, 4.30, 3.20, 1.75, 4.33, 3.40, 1.67, 5.00, 3.60, 1.60, 4.00, 3.75, 1.75, 4.75, 3.60, 1.70
-1.00, 4.20, 3.25, 1.91, 3.75, 3.30, 1.88, 4.25, 3.25, 1.80, 3.80, 3.10, 1.90, 3.50, 3.20, 1.91, 4.00, 3.30, 1.83, 4.20, 3.25, 1.83, 4.50, 3.30, 1.83
0.00, 3.00, 3.25, 2.38, 3.00, 3.10, 2.25, 3.00, 3.00, 2.30, 3.10, 3.00, 2.20, 2.60, 3.20, 2.38, 3.00, 3.20, 2.20, 3.00, 3.10, 2.30, 3.30, 3.20, 2.20
1.00, 1.70, 3.40, 5.25, 1.57, 3.70, 5.25, 1.65, 3.40, 5.00, 1.55, 3.50, 5.50, 1.73, 3.40, 4.00, 1.67, 3.40, 4.75, 1.70, 3.40, 4.80, 1.67, 3.40, 5.50
1.00, 1.91, 3.25, 4.33, 1.91, 3.20, 3.80, 1.90, 3.25, 3.75, 1.90, 3.00, 4.00, 2.00, 3.20, 3.20, 1.88, 3.25, 3.80, 2.00, 3.20, 3.60, 1.91, 3.20, 4.20
-1.00, 2.50, 3.10, 2.88, 2.45, 3.00, 2.80, 2.45, 3.10, 2.75, 2.40, 3.00, 2.70, 2.20, 3.20, 2.80, 2.40, 3.10, 2.75, 2.50, 3.00, 2.80, 2.38, 3.20, 3.00
0.00, 2.10, 3.20, 3.75, 1.80, 3.30, 4.10, 1.90, 3.25, 3.75, 1.90, 3.10, 3.80, 1.83, 3.20, 3.75, 1.95, 3.20, 3.60, 1.91, 3.10, 3.60, 2.00, 3.00, 3.75
0.00, 3.60, 3.25, 2.10, 3.60, 3.20, 1.95, 3.60, 3.10, 2.00, 3.60, 3.00, 2.00, 3.50, 3.20, 1.91, 3.30, 3.20, 2.05, 3.10, 3.10, 2.10, 3.50, 3.00, 2.10
1.00, 1.62, 3.60, 6.00, 1.60, 3.40, 5.50, 1.65, 3.40, 5.00, 1.60, 3.40, 5.20, 1.62, 3.50, 4.50, 1.60, 3.50, 5.20, 1.67, 3.20, 4.80, 1.73, 3.40, 4.50
0.00, 1.44, 4.00, 8.00, 1.35, 4.20, 8.00, 1.40, 4.00, 7.50, 1.35, 4.00, 8.00, 1.36, 4.00, 7.00, 1.40, 4.00, 7.50, 1.40, 3.75, 7.00, 1.44, 3.75, 7.50
0.00, 2.20, 3.20, 3.40, 2.30, 2.90, 3.10, 2.20, 3.00, 3.20, 2.20, 2.90, 3.20, 2.10, 3.10, 3.10, 2.05, 3.10, 3.40, 2.15, 3.10, 3.00, 2.25, 2.88, 3.40
0.00, 2.10, 3.25, 3.60, 2.00, 3.10, 3.60, 2.00, 3.10, 3.60, 1.90, 3.10, 3.80, 2.00, 3.10, 3.30, 2.05, 3.10, 3.40, 1.95, 3.10, 3.50, 2.00, 3.00, 3.75
0.00, 8.00, 4.00, 1.44, 7.25, 3.65, 1.45, 6.50, 3.60, 1.50, 6.30, 3.50, 1.50, 6.50, 3.60, 1.44, 6.75, 3.75, 1.45, 6.50, 3.60, 1.44, 6.00, 3.60, 1.53
0.00, 3.00, 3.00, 2.50, 2.65, 2.90, 2.65, 2.60, 3.00, 2.60, 2.60, 3.00, 2.60, 2.50, 3.10, 2.50, 2.70, 3.00, 2.50, 1.50, , 1.50, 2.75, 3.00, 2.50
0.00, 2.15, 3.10, 3.60, 2.20, 2.80, 3.45, 2.10, 3.00, 3.40, 2.25, 2.90, 3.10, 2.00, 3.20, 3.20, 2.05, 2.90, 3.70, 2.10, 3.00, 3.20, 2.20, 2.88, 3.60
0.00, 2.30, 3.10, 3.00, 2.40, 2.75, 3.10, 2.30, 3.00, 3.00, 2.20, 3.00, 3.10, 2.20, 3.20, 2.80, 2.30, 2.85, 3.15, 2.25, 3.00, 2.90, 2.20, 3.00, 3.40
-1.00, 1.67, 3.40, 4.75, 1.75, 3.35, 4.25, 1.70, 3.40, 4.50, 1.70, 3.30, 4.50, 1.62, 3.25, 5.00, 1.67, 3.40, 4.75, 1.67, 3.30, 4.50, 1.73, 3.40, 4.50
-1.00, 3.60, 3.25, 1.85, 4.30, 3.35, 1.72, 4.00, 3.20, 1.85, 4.30, 3.20, 1.75, 4.33, 3.40, 1.67, 4.20, 3.10, 1.85, 3.80, 3.25, 1.80, 3.60, 3.20, 2.00
1.00, 1.83, 3.30, 4.33, 1.92, 2.90, 4.20, 1.85, 3.20, 4.00, 1.85, 3.10, 4.00, 1.83, 3.20, 3.75, 1.85, 2.95, 4.50, 1.80, 3.10, 4.00, 1.80, 3.20, 4.33
1.00, 1.36, 4.33, 7.50, 1.35, 4.20, 8.00, 1.35, 4.25, 8.00, 1.30, 4.40, 8.50, 1.33, 4.33, 7.00, 1.35, 4.20, 8.00, 1.30, 4.20, 8.50, 1.36, 4.00, 9.00
1.00, 2.10, 3.10, 3.40, 2.15, 2.70, 3.80, 2.10, 3.00, 3.40, 2.00, 3.00, 3.60, 2.00, 3.20, 3.20, 2.05, 2.90, 3.70, 1.95, 3.00, 3.65, 2.10, 3.00, 3.60
1.00, 1.95, 3.10, 3.80, 1.95, 3.00, 3.85, 2.00, 3.00, 3.75, 2.00, 3.00, 3.60, 2.00, 3.10, 3.30, 2.00, 3.00, 3.75, 2.05, 3.00, 3.30, 2.00, 3.00, 3.75
-1.00, 8.00, 4.00, 1.44, 7.00, 3.70, 1.45, 7.00, 3.75, 1.45, 7.00, 3.60, 1.45, 7.00, 3.75, 1.40, 6.75, 3.75, 1.45, 6.00, 3.80, 1.44, 7.00, 4.00, 1.44
0.00, 2.63, 3.00, 2.88, 2.40, 2.90, 2.95, 2.50, 3.00, 2.75, 2.40, 2.90, 2.90, 2.20, 3.20, 2.80, 2.50, 3.00, 2.70, 2.35, 3.00, 2.75, 2.38, 3.00, 3.00
-1.00, 6.00, 3.40, 1.67, 5.50, 3.25, 1.60, 4.75, 3.25, 1.73, 4.20, 3.10, 1.80, 5.00, 3.25, 1.62, 4.50, 3.25, 1.75, 4.50, 3.30, 1.67, 5.00, 3.25, 1.73
0.00, 2.75, 3.00, 2.70, 2.60, 2.90, 2.70, 2.65, 3.00, 2.60, 2.70, 3.00, 2.50, 2.50, 3.25, 2.40, 2.50, 3.00, 2.70, 2.55, 3.00, 2.50, 2.63, 2.88, 2.75
0.00, 2.20, 3.20, 3.40, 2.05, 2.90, 3.75, 2.10, 3.00, 3.50, 2.00, 3.00, 3.60, 2.00, 3.20, 3.20, 2.05, 2.90, 3.70, 2.15, 3.00, 3.10, 2.10, 3.00, 3.60
1.00, 1.50, 3.75, 7.50, 1.55, 3.45, 6.00, 1.50, 3.60, 6.50, 1.55, 3.40, 5.80, 1.40, 3.75, 7.00, 1.50, 3.60, 6.25, 1.50, 3.50, 5.80, 1.57, 3.40, 6.00
1.00, 1.22, 5.50, 15.00, 1.20, 5.00, 15.00, 1.25, 5.00, 10.00, 1.25, 4.60, 10.50, 1.20, 5.50, 9.00, 1.22, 5.00, 12.00, 1.20, 5.00, 11.00, 1.20, 5.50, 15.00
0.00, 1.75, 3.50, 5.00, 1.65, 3.30, 5.20, 1.65, 3.40, 5.00, 1.55, 3.40, 5.80, 1.62, 3.25, 5.00, 1.60, 3.40, 5.50, 1.62, 3.40, 4.80, 1.67, 3.25, 5.50
1.00, 1.67, 3.50, 5.75, 1.55, 3.30, 6.10, 1.65, 3.20, 5.50, 1.70, 3.20, 4.70, 1.67, 3.30, 4.50, 1.60, 3.20, 6.00, 1.62, 3.40, 5.50, 1.62, 3.50, 5.50
1.00, 1.22, 6.00, 13.00, 1.20, 5.40, 12.00, 1.20, 5.50, 12.00, 1.22, 4.80, 11.00, 1.20, 5.50, 9.00, 1.20, 5.50, 12.00, 1.22, 5.00, 13.00, 1.25, 5.00, 11.00
1.00, 2.80, 2.88, 2.80, 2.70, 2.75, 2.70, 2.65, 2.90, 2.65, 2.60, 3.00, 2.60, 2.50, 3.10, 2.50, 2.70, 2.75, 2.70, 2.60, 2.90, 2.70, 2.75, 2.88, 2.63
-1.00, 7.00, 4.00, 1.50, 6.50, 3.85, 1.45, 6.00, 3.75, 1.50, 5.20, 3.40, 1.60, 6.00, 3.75, 1.44, 6.75, 3.75, 1.45, 6.50, 3.50, 1.53, 6.00, 3.50, 1.57
-1.00, 2.90, 2.90, 2.70, 2.70, 2.70, 2.75, 2.50, 3.00, 2.75, 2.50, 3.00, 2.70, 2.60, 3.10, 2.38, 2.90, 2.80, 2.50, 2.60, 3.00, 2.90, 2.88, 3.00, 2.50
1.00, 2.30, 3.00, 3.40, 2.35, 2.75, 3.20, 2.20, 3.00, 3.20, 2.40, 3.00, 2.80, 2.25, 3.25, 2.70, 2.15, 2.90, 3.40, 2.30, 3.00, 3.10, 2.10, 3.00, 3.60
-1.00, 2.80, 2.88, 2.80, 2.55, 2.75, 2.90, 2.50, 3.00, 2.75, 2.50, 3.00, 2.70, 2.38, 3.10, 2.62, 2.60, 3.00, 2.60, 2.60, 2.90, 2.70, 2.50, 2.88, 3.00
1.00, 1.29, 5.25, 11.00, 1.25, 5.00, 10.00, 1.25, 5.00, 10.00, 1.25, 4.80, 9.50, 1.29, 4.50, 8.00, 1.25, 4.75, 11.00, 1.25, 5.00, 11.00, 1.30, 4.50, 10.00
1.00, 2.80, 3.10, 2.60, 2.80, 2.75, 2.60, 2.75, 2.85, 2.60, 2.60, 3.00, 2.60, 2.40, 3.20, 2.50, 2.70, 2.90, 2.60, 2.70, 2.90, 2.62, 2.75, 3.00, 2.50
0.00, 2.10, 3.20, 3.25, 2.10, 2.80, 3.70, 2.10, 3.00, 3.40, 2.20, 3.00, 3.10, 2.10, 3.20, 3.00, 2.15, 3.00, 3.30, 2.20, 2.90, 3.35, 2.25, 2.88, 3.40
1.00, 3.30, 3.20, 2.10, 3.80, 3.20, 1.90, 3.20, 3.10, 2.15, 3.30, 3.00, 2.10, 3.00, 3.00, 2.20, 3.25, 3.15, 2.10, 3.50, 3.00, 2.10, 3.50, 3.00, 2.15
0.00, 2.10, 3.10, 3.40, 2.15, 2.80, 3.55, 2.20, 3.00, 3.20, 2.25, 3.00, 3.00, 2.20, 3.20, 2.80, 2.20, 3.00, 3.20, 2.20, 3.00, 3.30, 2.15, 2.88, 3.60
-1.00, 7.00, 4.00, 1.40, 7.50, 3.90, 1.40, 7.00, 3.75, 1.45, 6.30, 3.50, 1.50, 6.00, 3.75, 1.44, 6.75, 3.75, 1.45, 6.50, 4.00, 1.45, 8.00, 3.75, 1.44
1.00, 2.38, 3.00, 3.00, 2.30, 2.85, 3.15, 2.35, 2.90, 3.00, 2.55, 3.00, 2.65, 2.20, 3.20, 2.80, 2.50, 3.00, 2.70, 2.40, 2.90, 3.05, 2.30, 2.88, 3.20
-1.00, 1.80, 3.20, 4.33, 1.75, 3.25, 4.50, 1.85, 3.25, 4.00, 1.80, 3.10, 4.20, 1.83, 3.20, 3.75, 1.75, 3.25, 4.50, 1.80, 3.25, 4.30, 1.73, 3.40, 4.50
1.00, 1.25, 5.00, 11.00, 1.25, 5.00, 10.00, 1.25, 5.00, 10.00, 1.25, 4.60, 10.50, 1.22, 5.00, 10.00, 1.22, 5.20, 11.00, 1.25, 5.00, 11.00, 1.25, 5.00, 11.00
-1.00, 4.20, 3.25, 1.91, 4.00, 3.20, 1.85, 4.00, 3.25, 1.85, 4.00, 3.00, 1.90, 3.75, 3.20, 1.83, 4.00, 3.20, 1.85, 3.80, 3.25, 1.80, 3.80, 3.20, 1.91
1.00, 1.25, 5.00, 11.00, 1.20, 5.00, 10.00, 1.25, 5.00, 10.00, 1.22, 4.80, 11.00, 1.25, 5.00, 8.00, 1.18, 5.75, 12.00, 1.20, 5.00, 11.00, 1.25, 5.00, 11.00
-1.00, 1.62, 3.40, 5.50, 1.60, 3.30, 5.80, 1.62, 3.30, 5.50, 1.60, 3.40, 5.20, 1.62, 3.25, 5.00, 1.60, 3.40, 5.50, 1.65, 3.40, 5.20, 1.62, 3.50, 5.50
1.00, 1.83, 3.25, 4.20, 1.75, 3.25, 4.45, 1.85, 3.25, 4.00, 1.90, 3.00, 4.00, 1.83, 3.20, 3.75, 1.85, 3.20, 4.00, 1.83, 3.20, 3.75, 1.80, 3.40, 4.33
0.00, 1.91, 3.10, 4.00, 1.85, 3.10, 4.20, 1.90, 3.10, 4.00, 1.85, 3.10, 4.00, 1.91, 3.20, 3.50, 1.85, 3.10, 4.20, 2.10, 3.10, 3.35, 2.00, 3.00, 4.00
-1.00, 2.50, 3.00, 2.80, 2.55, 2.85, 2.80, 2.55, 2.90, 2.75, 2.30, 3.00, 2.90, 2.25, 3.20, 2.75, 2.60, 2.80, 2.80, 2.70, 3.00, 2.55, 2.75, 2.88, 2.63
0.00, 1.75, 3.20, 4.75, 1.80, 3.20, 4.30, 1.80, 3.20, 4.33, 1.80, 3.10, 4.20, 1.73, 3.20, 4.33, 1.80, 3.20, 4.30, 1.90, 3.25, 3.80, 1.80, 3.25, 4.33
-1.00, 2.50, 3.00, 3.00, 2.40, 2.85, 3.00, 2.45, 3.00, 2.80, 2.30, 3.00, 2.90, 2.30, 3.10, 2.75, 2.50, 3.00, 2.70, 2.38, 2.88, 2.80, 2.50, 2.88, 2.88
1.00, 2.50, 3.00, 3.00, 2.40, 2.85, 3.00, 2.40, 2.90, 3.00, 2.40, 3.00, 2.80, 2.25, 3.00, 2.88, 2.40, 2.95, 2.90, 2.55, 2.90, 2.80, 2.50, 2.88, 3.00
1.00, 1.30, 5.00, 10.00, 1.30, 4.60, 8.50, 1.32, 4.33, 8.75, 1.35, 4.00, 8.00, 1.25, 4.50, 10.00, 1.30, 4.50, 9.00, 1.30, 4.50, 10.00, 1.29, 4.75, 10.00
1.00, 2.00, 3.00, 3.75, 2.15, 3.10, 3.20, 2.10, 3.00, 3.40, 2.00, 3.00, 3.60, 2.20, 3.00, 3.00, 2.10, 3.00, 3.40, 2.25, 3.00, 3.20, 2.20, 2.88, 3.50
-1.00, 7.00, 3.80, 1.44, 6.50, 3.90, 1.45, 6.25, 3.60, 1.50, 6.30, 3.50, 1.50, 7.00, 3.75, 1.40, 6.25, 3.60, 1.50, 6.50, 3.70, 1.50, 7.50, 3.75, 1.44
0.00, 1.30, 4.50, 8.50, 1.25, 5.00, 10.00, 1.30, 4.50, 9.00, 1.30, 4.40, 8.50, 1.29, 4.50, 8.00, 1.28, 4.50, 10.00, 1.33, 4.40, 9.00, 1.33, 4.50, 9.00
1.00, 2.25, 3.00, 3.10, 2.20, 3.00, 3.20, 2.25, 3.00, 3.10, 2.20, 3.00, 3.00, 2.10, 3.20, 3.00, 2.20, 3.00, 3.20, 2.25, 3.00, 3.20, 2.25, 3.00, 3.20
-1.00, 7.00, 3.70, 1.44, 7.50, 3.90, 1.40, 7.00, 3.75, 1.45, 6.30, 3.50, 1.50, 7.00, 4.00, 1.36, 6.75, 3.75, 1.45, 7.25, 3.80, 1.45, 7.00, 4.00, 1.44
-1.00, 2.50, 3.00, 2.80, 2.40, 2.90, 2.95, 2.40, 3.00, 2.85, 2.50, 2.90, 2.80, 2.30, 3.10, 2.75, 2.40, 2.95, 2.90, 2.40, 3.00, 2.80, 2.50, 2.88, 2.88
0.00, 2.25, 3.00, 3.50, 2.05, 3.00, 3.55, 2.05, 3.00, 3.60, 2.00, 3.00, 3.60, 2.00, 3.00, 3.40, 2.10, 3.00, 3.40, 2.15, 3.00, 3.40, 2.10, 2.88, 3.75
1.00, 2.00, 3.20, 4.00, 2.10, 2.90, 3.55, 2.05, 3.00, 3.60, 2.10, 3.00, 3.30, 2.00, 3.20, 3.20, 2.00, 3.10, 3.60, 2.05, 3.05, 3.60, 2.00, 3.00, 4.00
0.00, 4.75, 3.30, 1.83, 4.30, 3.20, 1.80, 4.25, 3.20, 1.80, 4.00, 3.00, 1.90, 4.00, 3.10, 1.80, 4.20, 3.10, 1.85, 3.90, 3.10, 1.95, 4.33, 3.00, 1.91
1.00, 1.80, 3.40, 4.75, 1.75, 3.15, 4.70, 1.80, 3.10, 4.50, 1.80, 3.10, 4.20, 1.80, 3.10, 4.00, 1.75, 3.20, 4.60, 1.80, 3.20, 4.50, 1.80, 3.25, 4.50
1.00, 1.17, 6.50, 17.00, 1.20, 5.40, 12.00, 1.20, 5.50, 12.00, 1.20, 5.00, 12.00, 1.14, 6.00, 12.00, 1.18, 5.75, 12.00, 1.20, 5.75, 12.00, 1.18, 6.00, 13.00
1.00, 2.75, 3.00, 2.70, 2.60, 3.00, 2.60, 2.60, 3.00, 2.60, 2.55, 3.10, 2.55, 2.50, 3.10, 2.50, 2.60, 3.00, 2.60, 2.60, 3.00, 2.65, 2.50, 3.00, 2.88
1.00, 1.25, 5.50, 12.00, 1.25, 5.00, 10.00, 1.25, 5.00, 10.00, 1.25, 4.60, 10.50, 1.25, 4.50, 10.00, 1.25, 5.00, 10.00, 1.25, 5.00, 11.00, 1.29, 5.00, 9.00
0.00, 4.20, 3.30, 1.91, 3.80, 3.25, 1.85, 4.25, 3.20, 1.80, 4.20, 3.10, 1.80, 3.75, 3.20, 1.83, 4.00, 3.20, 1.85, 4.00, 3.30, 1.83, 4.00, 3.20, 1.91
0.00, 1.17, 6.75, 14.00, 1.18, 5.70, 13.00, 1.20, 5.50, 12.00, 1.20, 5.00, 12.00, 1.14, 6.00, 12.00, 1.18, 5.75, 12.00, 1.17, 6.00, 14.00, 1.20, 6.00, 13.00
1.00, 2.10, 3.25, 3.25, 2.20, 2.90, 3.30, 2.20, 3.00, 3.20, 2.10, 3.00, 3.30, 2.10, 3.00, 3.20, 2.20, 2.90, 3.30, 2.20, 2.90, 3.40, 2.20, 2.88, 3.50
1.00, 3.25, 3.25, 2.10, 3.50, 3.30, 1.91, 3.30, 3.10, 2.10, 3.40, 3.10, 2.00, 2.80, 3.10, 2.25, 3.40, 3.10, 2.05, 3.45, 3.20, 2.05, 3.25, 3.10, 2.20
1.00, 1.50, 3.50, 7.00, 1.50, 3.70, 6.00, 1.50, 3.60, 6.25, 1.55, 3.40, 5.80, 1.57, 3.30, 5.50, 1.50, 3.50, 6.75, 1.50, 3.60, 6.80, 1.60, 3.40, 6.00
-1.00, 2.35, 3.00, 3.00, 2.35, 2.90, 3.00, 2.30, 3.00, 3.00, 2.30, 3.00, 2.90, 2.30, 3.00, 2.80, 2.25, 3.00, 3.10, 2.35, 2.90, 3.10, 2.25, 2.88, 3.40
-1.00, 2.10, 3.25, 3.25, 2.25, 2.90, 3.20, 2.10, 3.10, 3.30, 2.10, 3.00, 3.30, 2.10, 3.00, 3.20, 2.05, 2.95, 3.60, 2.20, 2.90, 3.40, 2.25, 2.88, 3.40
0.00, 1.36, 4.00, 9.00, 1.40, 4.00, 7.25, 1.40, 4.00, 7.50, 1.35, 4.00, 8.00, 1.36, 3.75, 8.00, 1.35, 4.20, 8.00, 1.40, 4.00, 8.00, 1.40, 4.00, 8.00
1.00, 2.50, 3.00, 2.75, 2.45, 3.00, 2.80, 2.50, 3.00, 2.70, 2.40, 3.00, 2.80, 2.50, 3.10, 2.50, 2.50, 3.00, 2.70, 2.55, 2.90, 2.80, 2.60, 2.88, 2.88
-1.00, 2.30, 3.10, 3.30, 2.05, 3.00, 3.55, 2.20, 3.10, 3.10, 2.10, 3.00, 3.30, 2.00, 3.20, 3.20, 2.20, 3.00, 3.20, 2.25, 2.90, 3.30, 2.20, 2.88, 3.60
1.00, 3.40, 3.10, 2.25, 3.10, 3.10, 2.20, 3.20, 3.10, 2.15, 3.30, 3.00, 2.10, 3.75, 3.20, 1.83, 3.20, 3.00, 2.20, 3.10, 3.00, 2.30, 3.50, 2.88, 2.20
0.00, 2.50, 3.00, 3.00, 2.45, 2.90, 2.85, 2.45, 2.90, 2.90, 2.40, 2.90, 2.90, 2.10, 3.00, 3.20, 2.45, 2.90, 2.90, 2.45, 2.90, 2.95, 2.25, 3.00, 3.25
0.00, 1.91, 3.30, 4.20, 2.00, 3.10, 3.55, 1.95, 3.25, 3.50, 1.90, 3.10, 3.80, 1.83, 3.20, 3.75, 1.90, 3.10, 4.00, 2.05, 3.10, 3.55, 2.00, 3.00, 4.00
-1.00, 2.75, 3.00, 2.75, 2.70, 3.00, 2.50, 2.60, 3.00, 2.60, 2.50, 2.90, 2.80, 2.25, 3.20, 2.75, 2.60, 3.00, 2.60, 2.65, 2.90, 2.70, 2.40, 3.00, 2.90
1.00, 4.75, 3.50, 1.75, 5.00, 3.35, 1.65, 4.50, 3.40, 1.70, 4.70, 3.20, 1.70, 4.50, 3.30, 1.67, 5.00, 3.40, 1.65, 4.90, 3.35, 1.70, 4.50, 3.50, 1.73
0.00, 4.00, 3.25, 2.00, 3.85, 3.30, 1.85, 3.50, 3.25, 1.95, 3.60, 3.00, 2.00, 3.50, 3.20, 1.91, 4.20, 3.10, 1.85, 3.75, 3.20, 1.95, 3.40, 3.20, 2.10
1.00, 1.17, 6.50, 17.00, 1.15, 6.00, 15.00, 1.20, 5.50, 11.00, 1.20, 5.00, 12.00, 1.20, 5.50, 9.00, 1.15, 6.00, 15.00, 1.17, 6.00, 14.00, 1.20, 5.50, 15.00
-1.00, 2.63, 3.00, 2.63, 2.60, 3.00, 2.60, 2.60, 3.00, 2.60, 2.50, 3.00, 2.70, 2.60, 3.00, 2.50, 2.60, 3.00, 2.60, 2.75, 2.90, 2.60, 2.70, 2.88, 2.70
0.00, 2.90, 3.20, 2.30, 3.00, 3.30, 2.15, 2.90, 3.25, 2.25, 2.80, 3.00, 2.40, 2.62, 3.10, 2.38, 2.90, 3.10, 2.30, 2.90, 3.10, 2.35, 3.00, 3.00, 2.38
1.00, 1.91, 3.20, 4.00, 1.85, 3.20, 4.00, 1.85, 3.20, 4.00, 2.00, 3.00, 3.60, 1.91, 3.10, 3.60, 1.85, 3.20, 4.00, 1.85, 3.15, 4.30, 1.91, 3.00, 4.33
0.00, 2.80, 3.00, 2.50, 2.75, 3.10, 2.40, 2.75, 3.00, 2.45, 2.60, 3.00, 2.60, 2.60, 3.10, 2.40, 2.80, 2.90, 2.50, 2.80, 3.00, 2.50, 2.88, 3.00, 2.50
0.00, 1.60, 3.50, 5.50, 1.55, 3.45, 6.00, 1.60, 3.40, 5.50, 1.65, 3.30, 4.90, 1.62, 3.30, 5.00, 1.57, 3.40, 5.75, 1.60, 3.45, 5.70, 1.67, 3.25, 5.50
0.00, 2.00, 3.10, 3.75, 1.95, 3.10, 3.75, 1.95, 3.10, 3.75, 1.90, 3.10, 3.80, 2.00, 3.00, 3.40, 1.95, 3.10, 3.75, 1.95, 3.10, 2.90, 2.00, 3.00, 4.00
1.00, 1.25, 5.00, 11.00, 1.20, 5.50, 12.00, 1.25, 5.00, 10.00, 1.22, 4.80, 11.00, 1.20, 5.50, 10.00, 1.20, 5.50, 12.00, 1.25, 5.00, 11.00, 1.25, 5.00, 12.00
1.00, 1.44, 3.80, 7.50, 1.40, 3.90, 7.50, 1.45, 3.75, 7.00, 1.45, 3.60, 7.00, 1.40, 3.75, 7.00, 1.45, 3.60, 7.50, 1.45, 3.75, 7.50, 1.44, 4.00, 7.00
-1.00, 4.50, 3.30, 1.85, 4.50, 3.25, 1.75, 4.00, 3.25, 1.85, 4.00, 3.10, 1.85, 4.33, 3.20, 1.73, 4.50, 3.25, 1.75, 3.75, 3.20, 1.95, 4.00, 3.25, 1.91
0.00, 4.20, 3.30, 1.80, 4.50, 3.25, 1.75, 4.25, 3.20, 1.80, 4.20, 3.10, 1.80, 4.50, 3.30, 1.67, 4.20, 3.10, 1.85, 4.50, 3.20, 1.80, 4.33, 3.20, 1.83
1.00, 2.25, 3.00, 3.20, 2.20, 2.90, 3.30, 2.20, 3.00, 3.20, 2.20, 3.00, 3.10, 2.10, 3.00, 3.20, 2.40, 2.85, 3.00, 2.50, 2.80, 3.00, 2.38, 2.88, 3.20
0.00, 1.80, 3.30, 4.20, 1.75, 3.15, 4.70, 1.80, 3.20, 4.25, 1.85, 3.10, 4.00, 1.80, 3.10, 4.00, 1.80, 3.10, 4.50, 1.83, 3.10, 4.50, 1.80, 3.20, 4.50
1.00, 1.20, 6.00, 11.00, 1.20, 5.50, 12.00, 1.20, 5.50, 12.00, 1.20, 5.00, 12.00, 1.20, 5.00, 11.00, 1.18, 5.75, 12.00, 1.20, 5.50, 13.00, 1.22, 5.25, 13.00
1.00, 1.57, 3.60, 5.50, 1.55, 3.45, 6.00, 1.57, 3.50, 5.75, 1.60, 3.40, 5.20, 1.57, 3.50, 5.00, 1.60, 3.30, 5.75, 1.60, 3.50, 5.50, 1.67, 3.50, 5.00
-1.00, 2.50, 3.00, 2.75, 2.65, 2.90, 2.65, 2.50, 3.00, 2.75, 2.50, 3.00, 2.70, 2.40, 3.10, 2.60, 2.50, 2.90, 2.80, 2.55, 2.80, 2.90, 2.50, 2.88, 3.00
